_id,line_number,contest_name,choice_name,party_name,total_votes,percent_of_votes,registered_voters,ballots_cast,total_number_of_precincts,number_of_precincts_reporting,over_votes,under_votes
1239,1239,REP Magisterial District Judge District 05-02-31 (Vote For 1),Anthony Vaccarello,REP,273,90.7,28256,8737,50,50,0,0
1240,1240,REP Magisterial District Judge District 05-02-31 (Vote For 1),Write-in,REP,28,9.3,28256,8737,50,50,0,0
1241,1241,REP Magisterial District Judge District 05-02-32 (Vote For 1),Mike Doyle,REP,1219,42.02,24627,7352,27,27,0,0
1242,1242,REP Magisterial District Judge District 05-02-32 (Vote For 1),Matt Feldmeier,REP,823,28.37,24627,7352,27,27,0,0
1243,1243,REP Magisterial District Judge District 05-02-32 (Vote For 1),Ryan Schneiderlochner,REP,671,23.13,24627,7352,27,27,0,0
1244,1244,REP Magisterial District Judge District 05-02-32 (Vote For 1),Margareth Sweeney,REP,168,5.79,24627,7352,27,27,0,0
1245,1245,REP Magisterial District Judge District 05-02-32 (Vote For 1),Write-in,REP,20,0.69,24627,7352,27,27,0,0
1246,1246,REP Magisterial District Judge District 05-02-35 (Vote For 1),Dan Butler,REP,443,97.36,41580,11800,55,55,0,0
1247,1247,REP Magisterial District Judge District 05-02-35 (Vote For 1),Write-in,REP,12,2.64,41580,11800,55,55,0,0
1248,1248,REP Magisterial District Judge District 05-02-36 (Vote For 1),"James J. Hanley, Jr.",REP,224,97.82,11856,3418,26,26,0,0
1249,1249,REP Magisterial District Judge District 05-02-36 (Vote For 1),Write-in,REP,5,2.18,11856,3418,26,26,0,0
1250,1250,REP Magisterial District Judge District 05-02-43 (Vote For 1),Carla Swearingen-Batch,REP,1127,98.95,18012,5747,16,16,0,0
1251,1251,REP Magisterial District Judge District 05-02-43 (Vote For 1),Write-in,REP,12,1.05,18012,5747,16,16,0,0
1252,1252,REP Magisterial District Judge District 05-03-02 (Vote For 1),Joseph Bellissimo,REP,984,36.44,21957,6808,25,25,0,0
1253,1253,REP Magisterial District Judge District 05-03-02 (Vote For 1),Glen Sovich,REP,869,32.19,21957,6808,25,25,0,0
1254,1254,REP Magisterial District Judge District 05-03-02 (Vote For 1),Giuseppe Rosselli,REP,478,17.7,21957,6808,25,25,0,0
1255,1255,REP Magisterial District Judge District 05-03-02 (Vote For 1),Michael J. Lepore,REP,364,13.48,21957,6808,25,25,0,0
1256,1256,REP Magisterial District Judge District 05-03-02 (Vote For 1),Write-in,REP,5,0.19,21957,6808,25,25,0,0
1257,1257,REP Magisterial District Judge District 05-03-03 (Vote For 1),Michael J. Girardi,REP,575,63.33,7602,2530,11,11,0,0
1258,1258,REP Magisterial District Judge District 05-03-03 (Vote For 1),Mitchell Karaica,REP,330,36.34,7602,2530,11,11,0,0
1259,1259,REP Magisterial District Judge District 05-03-03 (Vote For 1),Write-in,REP,3,0.33,7602,2530,11,11,0,0
1260,1260,REP Magisterial District Judge District 05-03-06 (Vote For 1),Bruce J. Boni,REP,161,98.17,7527,1376,18,18,0,0
1261,1261,REP Magisterial District Judge District 05-03-06 (Vote For 1),Write-in,REP,3,1.83,7527,1376,18,18,0,0
1262,1262,REP Magisterial District Judge District 05-03-14 (Vote For 1),Richard King,REP,360,98.09,19733,3864,40,40,0,0
1263,1263,REP Magisterial District Judge District 05-03-14 (Vote For 1),Write-in,REP,7,1.91,19733,3864,40,40,0,0
1264,1264,REP School Director Allegheny Valley (Vote For 5),Paula Jean Moretti,REP,408,15.71,6814,2346,10,10,0,0
1265,1265,REP School Director Allegheny Valley (Vote For 5),Nicole L. Paulovich,REP,397,15.29,6814,2346,10,10,0,0
1266,1266,REP School Director Allegheny Valley (Vote For 5),Kathleen J. Haas,REP,394,15.17,6814,2346,10,10,0,0
1267,1267,REP School Director Allegheny Valley (Vote For 5),Amy Sarno,REP,372,14.32,6814,2346,10,10,0,0
1268,1268,REP School Director Allegheny Valley (Vote For 5),James Schiemer,REP,340,13.09,6814,2346,10,10,0,0
1269,1269,REP School Director Allegheny Valley (Vote For 5),Glenna L. Renaldi,REP,316,12.17,6814,2346,10,10,0,0
1270,1270,REP School Director Allegheny Valley (Vote For 5),Colleen Crumb,REP,305,11.74,6814,2346,10,10,0,0
1271,1271,REP School Director Allegheny Valley (Vote For 5),Write-in,REP,65,2.5,6814,2346,10,10,0,0
1272,1272,REP School Director Allegheny Valley (Vote For 1),Write-in,REP,165,100,6814,2346,10,10,0,0
1273,1273,REP School Director Avonworth (Vote For 5),John Brandt,REP,496,21.83,9518,2582,9,9,0,0
1274,1274,REP School Director Avonworth (Vote For 5),Danielle White,REP,460,20.25,9518,2582,9,9,0,0
1275,1275,REP School Director Avonworth (Vote For 5),Nora Silvey,REP,439,19.32,9518,2582,9,9,0,0
1276,1276,REP School Director Avonworth (Vote For 5),Jenna Paulat,REP,423,18.62,9518,2582,9,9,0,0
1277,1277,REP School Director Avonworth (Vote For 5),Yuling Cheng,REP,415,18.27,9518,2582,9,9,0,0
1278,1278,REP School Director Avonworth (Vote For 5),Write-in,REP,39,1.72,9518,2582,9,9,0,0
1279,1279,REP School Director Baldwin Whitehall (Vote For 5),John Bell,REP,981,17.13,27567,7348,38,38,0,0
1280,1280,REP School Director Baldwin Whitehall (Vote For 5),Dan Knezevich,REP,842,14.7,27567,7348,38,38,0,0
1281,1281,REP School Director Baldwin Whitehall (Vote For 5),Anthony J. DiCesaro,REP,833,14.55,27567,7348,38,38,0,0
1282,1282,REP School Director Baldwin Whitehall (Vote For 5),Janice Tarson,REP,802,14.01,27567,7348,38,38,0,0
1283,1283,REP School Director Baldwin Whitehall (Vote For 5),Peter D. Giglione,REP,801,13.99,27567,7348,38,38,0,0
1284,1284,REP School Director Baldwin Whitehall (Vote For 5),Erik Spratt,REP,775,13.53,27567,7348,38,38,0,0
1285,1285,REP School Director Baldwin Whitehall (Vote For 5),Robert Achtzehn,REP,638,11.14,27567,7348,38,38,0,0
1286,1286,REP School Director Baldwin Whitehall (Vote For 5),Write-in,REP,54,0.94,27567,7348,38,38,0,0
1287,1287,REP School Director Bethel Park (Vote For 5),James H. Modrak,REP,2185,17.32,25848,7684,29,29,0,0
1288,1288,REP School Director Bethel Park (Vote For 5),Barry Christenson,REP,2036,16.14,25848,7684,29,29,0,0
1289,1289,REP School Director Bethel Park (Vote For 5),Kimberly Walsh Turner,REP,1968,15.6,25848,7684,29,29,0,0
1290,1290,REP School Director Bethel Park (Vote For 5),Darren McGregor,REP,1964,15.57,25848,7684,29,29,0,0
1291,1291,REP School Director Bethel Park (Vote For 5),Vincent  Scalzo,REP,1955,15.5,25848,7684,29,29,0,0
1292,1292,REP School Director Bethel Park (Vote For 5),Danielle Gosnell,REP,781,6.19,25848,7684,29,29,0,0
1293,1293,REP School Director Bethel Park (Vote For 5),Liz Avon,REP,655,5.19,25848,7684,29,29,0,0
1294,1294,REP School Director Bethel Park (Vote For 5),Damian  Werts,REP,504,4,25848,7684,29,29,0,0
1295,1295,REP School Director Bethel Park (Vote For 5),Andy Cronican,REP,496,3.93,25848,7684,29,29,0,0
1296,1296,REP School Director Bethel Park (Vote For 5),Write-in,REP,68,0.54,25848,7684,29,29,0,0
1297,1297,REP School Director Brentwood (Vote For 5),"Robert F. Kircher, Jr.",REP,174,21.75,6509,1363,10,10,0,0
1298,1298,REP School Director Brentwood (Vote For 5),Roger E. Gaughan,REP,166,20.75,6509,1363,10,10,0,0
1299,1299,REP School Director Brentwood (Vote For 5),David Schaap,REP,159,19.88,6509,1363,10,10,0,0
1300,1300,REP School Director Brentwood (Vote For 5),Richard H. Briner,REP,147,18.38,6509,1363,10,10,0,0
1301,1301,REP School Director Brentwood (Vote For 5),"David S. Tinker, II",REP,142,17.75,6509,1363,10,10,0,0
1302,1302,REP School Director Brentwood (Vote For 5),Write-in,REP,12,1.5,6509,1363,10,10,0,0
1303,1303,REP School Director Carlynton (Vote For 5),Write-in,REP,577,32.49,10041,2272,15,15,0,0
1304,1304,REP School Director Carlynton (Vote For 5),Kelly Ann Zaletski,REP,266,14.98,10041,2272,15,15,0,0
1305,1305,REP School Director Carlynton (Vote For 5),Jim Schriver,REP,247,13.91,10041,2272,15,15,0,0
1306,1306,REP School Director Carlynton (Vote For 5),George Honchar,REP,239,13.46,10041,2272,15,15,0,0
1307,1307,REP School Director Carlynton (Vote For 5),Joseph C. Appel,REP,231,13.01,10041,2272,15,15,0,0
1308,1308,REP School Director Carlynton (Vote For 5),Derek Luke,REP,216,12.16,10041,2272,15,15,0,0
1309,1309,REP School Director Chartiers Valley (Vote For 5),Kate Drury,REP,1211,16,22319,6100,29,29,0,0
1310,1310,REP School Director Chartiers Valley (Vote For 5),Jeff Choura,REP,1163,15.36,22319,6100,29,29,0,0
1311,1311,REP School Director Chartiers Valley (Vote For 5),Ed Brosky,REP,1049,13.86,22319,6100,29,29,0,0
1312,1312,REP School Director Chartiers Valley (Vote For 5),Darren G. Mariano,REP,1042,13.76,22319,6100,29,29,0,0
1313,1313,REP School Director Chartiers Valley (Vote For 5),Louise F. Huehn,REP,1004,13.26,22319,6100,29,29,0,0
1314,1314,REP School Director Chartiers Valley (Vote For 5),Priscilla Tarr,REP,942,12.44,22319,6100,29,29,0,0
1315,1315,REP School Director Chartiers Valley (Vote For 5),Robert Kearney,REP,614,8.11,22319,6100,29,29,0,0
1316,1316,REP School Director Chartiers Valley (Vote For 5),Sonja P. Svihla,REP,479,6.33,22319,6100,29,29,0,0
1317,1317,REP School Director Chartiers Valley (Vote For 5),Write-in,REP,66,0.87,22319,6100,29,29,0,0
1318,1318,REP School Director Clairton At-Large (Vote For 1),Felix Fucso,REP,92,95.83,3913,863,12,12,0,0
1319,1319,REP School Director Clairton At-Large (Vote For 1),Write-in,REP,4,4.17,3913,863,12,12,0,0
1320,1320,REP School Director Clairton Region 1 (Vote For 1),Jeffery Potts,REP,32,88.89,1015,240,3,3,0,0
1321,1321,REP School Director Clairton Region 1 (Vote For 1),Write-in,REP,4,11.11,1015,240,3,3,0,0
1322,1322,REP School Director Clairton Region 2 (Vote For 1),Write-in,REP,1,100,758,147,3,3,0,0
1323,1323,REP School Director Clairton Region 3 (Vote For 1),Write-in,REP,5,100,1055,206,3,3,0,0
1324,1324,REP School Director Clairton Region 4 (Vote For 1),Roger Tachoir,REP,20,95.24,1085,270,3,3,0,0
1325,1325,REP School Director Clairton Region 4 (Vote For 1),Write-in,REP,1,4.76,1085,270,3,3,0,0
1326,1326,REP School Director Clairton Region 4 (Vote For 1),Kailon P. Lyons,REP,23,100,1085,270,3,3,0,0
1327,1327,REP School Director Clairton Region 4 (Vote For 1),Write-in,REP,0,0,1085,270,3,3,0,0
1328,1328,REP School Director Cornell (Vote For 5),Mark Cavicchia,REP,160,23.02,4416,1093,10,10,0,0
1329,1329,REP School Director Cornell (Vote For 5),Karen K. Murphy,REP,149,21.44,4416,1093,10,10,0,0
1330,1330,REP School Director Cornell (Vote For 5),Michael S. Griffith,REP,135,19.42,4416,1093,10,10,0,0
1331,1331,REP School Director Cornell (Vote For 5),Catherine G. Cocco,REP,125,17.99,4416,1093,10,10,0,0
1332,1332,REP School Director Cornell (Vote For 5),Caryn Code,REP,111,15.97,4416,1093,10,10,0,0
1333,1333,REP School Director Cornell (Vote For 5),Write-in,REP,15,2.16,4416,1093,10,10,0,0
1334,1334,REP School Director Cornell (Vote For 1),Scott Spencer,REP,172,96.63,4416,1093,10,10,0,0
1335,1335,REP School Director Cornell (Vote For 1),Write-in,REP,6,3.37,4416,1093,10,10,0,0
1336,1336,REP School Director Deer Lakes (Vote For 5),James Calvert,REP,636,16.77,10241,2790,11,11,0,0
1337,1337,REP School Director Deer Lakes (Vote For 5),Cristy McCloskey,REP,620,16.35,10241,2790,11,11,0,0
1338,1338,REP School Director Deer Lakes (Vote For 5),Pietro Giuseppe Porco,REP,569,15,10241,2790,11,11,0,0
1339,1339,REP School Director Deer Lakes (Vote For 5),"Leonard Verdetto, III",REP,564,14.87,10241,2790,11,11,0,0
1340,1340,REP School Director Deer Lakes (Vote For 5),Larry Neidig,REP,531,14,10241,2790,11,11,0,0
1341,1341,REP School Director Deer Lakes (Vote For 5),Susan Claus,REP,473,12.47,10241,2790,11,11,0,0
1342,1342,REP School Director Deer Lakes (Vote For 5),Phillip Ziendarski,REP,365,9.62,10241,2790,11,11,0,0
1343,1343,REP School Director Deer Lakes (Vote For 5),Write-in,REP,35,0.92,10241,2790,11,11,0,0
1344,1344,REP School Director Duquesne (Vote For 5),Write-in,REP,29,100,3273,562,10,10,0,0
1345,1345,REP School Director East Allegheny Region 1 (Vote For 1),Write-in,REP,1,100,818,185,2,2,0,0
1346,1346,REP School Director East Allegheny Region 5 (Vote For 1),Write-in,REP,14,100,1153,290,2,2,0,0
1347,1347,REP School Director East Allegheny Region 6 (Vote For 1),Write-in,REP,3,100,901,215,2,2,0,0
1348,1348,REP School Director East Allegheny Region 8 (Vote For 1),Write-in,REP,6,100,871,190,2,2,0,0
1349,1349,REP School Director East Allegheny Region 9 (Vote For 1),Write-in,REP,5,100,865,138,2,2,0,0
1350,1350,REP School Director Elizabeth Forward (Vote For 5),Megan K. Ferraro,REP,769,21.78,11872,3133,16,16,0,0
1351,1351,REP School Director Elizabeth Forward (Vote For 5),Travis Stoffer,REP,733,20.76,11872,3133,16,16,0,0
1352,1352,REP School Director Elizabeth Forward (Vote For 5),Thomas J. Sharkey,REP,682,19.31,11872,3133,16,16,0,0
1353,1353,REP School Director Elizabeth Forward (Vote For 5),Keith Balint,REP,621,17.59,11872,3133,16,16,0,0
1354,1354,REP School Director Elizabeth Forward (Vote For 5),Scott Henry,REP,602,17.05,11872,3133,16,16,0,0
1355,1355,REP School Director Elizabeth Forward (Vote For 5),Write-in,REP,124,3.51,11872,3133,16,16,0,0
1356,1356,REP School Director Fort Cherry (Vote For 5),Amanda Lynn Herforth,REP,12,33.33,217,40,1,1,0,0
1357,1357,REP School Director Fort Cherry (Vote For 5),Write-in,REP,9,25,217,40,1,1,0,0
1358,1358,REP School Director Fort Cherry (Vote For 5),Jodi Nation McKay,REP,8,22.22,217,40,1,1,0,0
1359,1359,REP School Director Fort Cherry (Vote For 5),Juliann Sepesy,REP,7,19.44,217,40,1,1,0,0
1360,1360,REP School Director Fox Chapel Region 1 (Vote For 2),Eric Hamilton,REP,327,97.61,6197,1861,9,9,0,0
1361,1361,REP School Director Fox Chapel Region 1 (Vote For 2),Write-in,REP,8,2.39,6197,1861,9,9,0,0
1362,1362,REP School Director Fox Chapel Region 2 (Vote For 2),Ronald P. Frank,REP,489,55.76,8420,2163,8,8,0,0
1363,1363,REP School Director Fox Chapel Region 2 (Vote For 2),Vanessa Lynch,REP,354,40.36,8420,2163,8,8,0,0
1364,1364,REP School Director Fox Chapel Region 2 (Vote For 2),Write-in,REP,34,3.88,8420,2163,8,8,0,0
1365,1365,REP School Director Fox Chapel Region 3 (Vote For 1),Marybeth Dadd,REP,447,91.6,8006,2608,10,10,0,0
1366,1366,REP School Director Fox Chapel Region 3 (Vote For 1),Write-in,REP,41,8.4,8006,2608,10,10,0,0
1367,1367,REP School Director Gateway (Vote For 5),John Ritter,REP,1063,19.39,22183,5654,28,28,0,0
1368,1368,REP School Director Gateway (Vote For 5),Kelly Matrazzo,REP,885,16.14,22183,5654,28,28,0,0
1369,1369,REP School Director Gateway (Vote For 5),Cheryl E. Boise,REP,801,14.61,22183,5654,28,28,0,0
1370,1370,REP School Director Gateway (Vote For 5),George Lapcevich,REP,771,14.06,22183,5654,28,28,0,0
1371,1371,REP School Director Gateway (Vote For 5),Valerie Warning,REP,595,10.85,22183,5654,28,28,0,0
1372,1372,REP School Director Gateway (Vote For 5),Susan DeLaney,REP,526,9.59,22183,5654,28,28,0,0
1373,1373,REP School Director Gateway (Vote For 5),Donna Burns,REP,485,8.85,22183,5654,28,28,0,0
1374,1374,REP School Director Gateway (Vote For 5),Janette I. Beighel,REP,313,5.71,22183,5654,28,28,0,0
1375,1375,REP School Director Gateway (Vote For 5),Write-in,REP,44,0.8,22183,5654,28,28,0,0
1376,1376,REP School Director Gateway (Vote For 1),John M. Bova,REP,1148,97.29,22183,5654,28,28,0,0
1377,1377,REP School Director Gateway (Vote For 1),Write-in,REP,32,2.71,22183,5654,28,28,0,0
1378,1378,REP School Director Hampton (Vote For 5),Joy Midgley,REP,987,18.32,14156,3728,13,13,0,0
1379,1379,REP School Director Hampton (Vote For 5),Matthew A. Jarrell,REP,936,17.37,14156,3728,13,13,0,0
1380,1380,REP School Director Hampton (Vote For 5),Robert J. Shages,REP,890,16.52,14156,3728,13,13,0,0
1381,1381,REP School Director Hampton (Vote For 5),Maureen Farrell Perkins,REP,860,15.96,14156,3728,13,13,0,0
1382,1382,REP School Director Hampton (Vote For 5),Jenny L. Kennedy,REP,654,12.14,14156,3728,13,13,0,0
1383,1383,REP School Director Hampton (Vote For 5),Trisha Marie Webb,REP,628,11.65,14156,3728,13,13,0,0
1384,1384,REP School Director Hampton (Vote For 5),"Byron P. Hannah, II",REP,410,7.61,14156,3728,13,13,0,0
1385,1385,REP School Director Hampton (Vote For 5),Write-in,REP,24,0.45,14156,3728,13,13,0,0
1386,1386,REP School Director Highlands Region 1 (Vote For 2),Justin Kipp,REP,201,35.39,3882,885,7,7,0,0
1387,1387,REP School Director Highlands Region 1 (Vote For 2),Gene Witt,REP,190,33.45,3882,885,7,7,0,0
1388,1388,REP School Director Highlands Region 1 (Vote For 2),Jenny  Bosak,REP,110,19.37,3882,885,7,7,0,0
1389,1389,REP School Director Highlands Region 1 (Vote For 2),Christa Jones,REP,62,10.92,3882,885,7,7,0,0
1390,1390,REP School Director Highlands Region 1 (Vote For 2),Write-in,REP,5,0.88,3882,885,7,7,0,0
1391,1391,REP School Director Highlands Region 2 (Vote For 1),Shane Chesher,REP,97,37.6,3451,943,7,7,0,0
1392,1392,REP School Director Highlands Region 2 (Vote For 1),Alan Winter,REP,94,36.43,3451,943,7,7,0,0
1393,1393,REP School Director Highlands Region 2 (Vote For 1),Autumn M. Monaghan,REP,67,25.97,3451,943,7,7,0,0
1394,1394,REP School Director Highlands Region 2 (Vote For 1),Write-in,REP,0,0,3451,943,7,7,0,0
1395,1395,REP School Director Highlands Region 3 (Vote For 4),Kristie J. Babinsack,REP,370,32.29,4981,1644,7,7,0,0
1396,1396,REP School Director Highlands Region 3 (Vote For 4),Elijah Majocha,REP,297,25.92,4981,1644,7,7,0,0
1397,1397,REP School Director Highlands Region 3 (Vote For 4),Laura Butler,REP,268,23.39,4981,1644,7,7,0,0
1398,1398,REP School Director Highlands Region 3 (Vote For 4),Misty D. Chybrzynski Woody,REP,202,17.63,4981,1644,7,7,0,0
1399,1399,REP School Director Highlands Region 3 (Vote For 4),Write-in,REP,9,0.79,4981,1644,7,7,0,0
1400,1400,REP School Director Keystone Oaks Region 1 (Vote For 1),Paul Gromek,REP,131,49.62,5947,1418,8,8,0,0
1401,1401,REP School Director Keystone Oaks Region 1 (Vote For 1),Raeann Lindsey,REP,129,48.86,5947,1418,8,8,0,0
1402,1402,REP School Director Keystone Oaks Region 1 (Vote For 1),Write-in,REP,4,1.52,5947,1418,8,8,0,0
1403,1403,REP School Director Keystone Oaks Region 2 (Vote For 2),Write-in,REP,32,100,6196,1644,10,10,0,0
1404,1404,REP School Director Keystone Oaks Region 3 (Vote For 2),Thomas LaPorte,REP,166,50.92,3700,1020,4,4,0,0
1405,1405,REP School Director Keystone Oaks Region 3 (Vote For 2),Theresa  Lydon,REP,152,46.63,3700,1020,4,4,0,0
1406,1406,REP School Director Keystone Oaks Region 3 (Vote For 2),Write-in,REP,8,2.45,3700,1020,4,4,0,0
1407,1407,REP School Director McKeesport Area (Vote For 5),Mark Holtzman,REP,606,14.51,18740,5101,45,45,0,0
1408,1408,REP School Director McKeesport Area (Vote For 5),Jason Pavlecic,REP,523,12.52,18740,5101,45,45,0,0
1409,1409,REP School Director McKeesport Area (Vote For 5),David Seropian,REP,479,11.47,18740,5101,45,45,0,0
1410,1410,REP School Director McKeesport Area (Vote For 5),Joe Lopretto,REP,427,10.23,18740,5101,45,45,0,0
1411,1411,REP School Director McKeesport Area (Vote For 5),Diane Elias,REP,407,9.75,18740,5101,45,45,0,0
1412,1412,REP School Director McKeesport Area (Vote For 5),Matthew Mols,REP,397,9.51,18740,5101,45,45,0,0
1413,1413,REP School Director McKeesport Area (Vote For 5),Matthew Keller,REP,383,9.17,18740,5101,45,45,0,0
1414,1414,REP School Director McKeesport Area (Vote For 5),Thomas Filotei,REP,349,8.36,18740,5101,45,45,0,0
1415,1415,REP School Director McKeesport Area (Vote For 5),Tiffany Wampler,REP,301,7.21,18740,5101,45,45,0,0
1416,1416,REP School Director McKeesport Area (Vote For 5),James Brown,REP,162,3.88,18740,5101,45,45,0,0
1417,1417,REP School Director McKeesport Area (Vote For 5),Cameron L. Preston,REP,113,2.71,18740,5101,45,45,0,0
1418,1418,REP School Director McKeesport Area (Vote For 5),Write-in,REP,29,0.69,18740,5101,45,45,0,0
1419,1419,REP School Director Montour Region 1 (Vote For 2),Mark Rippole,REP,276,49.37,6606,1720,7,7,0,0
1420,1420,REP School Director Montour Region 1 (Vote For 2),Thomas Barclay,REP,260,46.51,6606,1720,7,7,0,0
1421,1421,REP School Director Montour Region 1 (Vote For 2),Write-in,REP,23,4.11,6606,1720,7,7,0,0
1422,1422,REP School Director Montour Region 2 (Vote For 3),Mary Ellen Moore,REP,356,25.69,8110,2694,7,7,0,0
1423,1423,REP School Director Montour Region 2 (Vote For 3),Ken Barth,REP,351,25.32,8110,2694,7,7,0,0
1424,1424,REP School Director Montour Region 2 (Vote For 3),Mark Alarcon,REP,331,23.88,8110,2694,7,7,0,0
1425,1425,REP School Director Montour Region 2 (Vote For 3),Mark Hutter,REP,328,23.67,8110,2694,7,7,0,0
1426,1426,REP School Director Montour Region 2 (Vote For 3),Write-in,REP,20,1.44,8110,2694,7,7,0,0
1427,1427,REP School Director Moon Area (Vote For 5),Crystal Barr,REP,1323,17.74,19859,4662,15,15,0,0
1428,1428,REP School Director Moon Area (Vote For 5),Adam Gill,REP,1309,17.55,19859,4662,15,15,0,0
1429,1429,REP School Director Moon Area (Vote For 5),David White,REP,1297,17.39,19859,4662,15,15,0,0
1430,1430,REP School Director Moon Area (Vote For 5),Bob Zieger,REP,1271,17.04,19859,4662,15,15,0,0
1431,1431,REP School Director Moon Area (Vote For 5),Kristin Sainovich,REP,1256,16.84,19859,4662,15,15,0,0
1432,1432,REP School Director Moon Area (Vote For 5),Sarah Simmons,REP,512,6.86,19859,4662,15,15,0,0
1433,1433,REP School Director Moon Area (Vote For 5),Bryan Seybert,REP,459,6.15,19859,4662,15,15,0,0
1434,1434,REP School Director Moon Area (Vote For 5),Write-in,REP,32,0.43,19859,4662,15,15,0,0
1435,1435,REP School Director Mt. Lebanon (Vote For 5),Hillary Lohr,REP,1443,22.65,25866,8625,38,38,0,0
1436,1436,REP School Director Mt. Lebanon (Vote For 5),Kathy Lopez,REP,1037,16.28,25866,8625,38,38,0,0
1437,1437,REP School Director Mt. Lebanon (Vote For 5),Hannah Fiumara,REP,992,15.57,25866,8625,38,38,0,0
1438,1438,REP School Director Mt. Lebanon (Vote For 5),Ben Webster,REP,503,7.9,25866,8625,38,38,0,0
1439,1439,REP School Director Mt. Lebanon (Vote For 5),Jacob Wyland,REP,469,7.36,25866,8625,38,38,0,0
